,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,2.5V_Buf Reference,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller
,,,,,LowLimit,0.1,22.8,4.75,3.135,1.337,1.262,22.8,0,Passed,Passed,,,,,,,,,,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2250,,,Passed,Passed,,Passed,,Passed,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9900,9900,9900,9900,9900,9900,9900,9900,9900,9.85,-0.05,9.75,-0.25,79.20,9.90,9.85,9900,9.85,9900,Passed,Passed,9.80,-0.05,Passed,1000,1000,1000,1000,Passed,Passed,Passed,Passed,1000,1000,1000,Passed,-100,-100,-100,Passed,Passed,Passed,30000,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,,,Passed
,,,,,HighLimit,0.3,25.2,5.25,3.465,1.363,1.288,25.2,24,Passed,Passed,,,,,,,,,,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2750,,,Passed,Passed,,Passed,,Passed,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,100,100,100,100,100,100,100,100,100,100,100,100,100,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10100,10100,10100,10100,10100,10100,10100,10100,10100,10.15,0.05,10.25,0.25,80.80,10.10,10.15,10100,10.15,10100,Passed,Passed,10.20,1.00,Passed,100000,100000,100000,100000,Passed,Passed,Passed,Passed,100000,100000,100000,Passed,1000,1000,1000,Passed,Passed,Passed,40000,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,,,Passed
,,,,,Units,A,VDC,VDC,VDC,VDC,VDC,VDC,VDC,,,,,,,,,,,,,,,,,,,,,,mV,,,,,,,,,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,VDC,VDC,mADC,mADC,Hz,VDC,mADC,Ohms,mADC,Ohms,,,VDC,VDC,,Lm,Lm,Lm,Lm,,,,,Lm,Lm,Lm,,Lm,Lm,Lm,,,,Hz,,,,,,,,,,,,,,,,
SN,Date,CycleTime,Nest,Status,FirstFail
S210900607,07/07/2022 17:19:34,397.12s,1,Passed,,0.175827,23.7978961,5.00589227,3.33415079,1.35173505,1.27610229,23.7987678,4.56635952,Passed,Passed,011F81,0288FFD27FDC0B0A9C470012,0289FFD47FD90B0C9C4A000F,028AFFCA7FD80B079C4B0015,028BFFCB7FCF0B069C4A001A,028CFFCB7FD60B019C48001B,028DFFCB7FD00B029C48001B,028EFFC77FCE0B039C4B001A,028FFFCE7FD70B0A9C490018,0290FFC77FDB0B0B9C4F001C,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2499.4254,028544C80016575B00109C58000026B8,02929C37,Passed,Passed,0286DABB78280B836E47000C8A470011,Passed,02876E6E001E,Passed,57578,74237,21243,79484,75325,60304,70775,52900,17108,33498,5857,41160,36407,23.8695501,23.8698157,23.8701028,23.8724149,23.8727239,23.8730714,23.872632,23.872965,23.8732292,23.8707659,23.8708025,23.8742015,23.8741009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144498624,0.0173689236,0.0157289738,0.0414635951,0.0230569373,0.0215955783,0.0141896157,0.0196256073,0.0124327107,0.0245407883,0.0231561803,0.0195087443,0.0228459408,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,10000,9999,10000,10000,10000,10000,10000,10000,10.08,0.00,10.01,0.00,80.30,10.00,9.99,9994,10.01,9995,Passed,Passed,10.01,0.04,Passed,13359,25925,11943,13900,Passed,Passed,Passed,Passed,50561,74745,54554,Passed,0,0,0,Passed,Passed,Passed,32770.8117,Passed,Passed,Passed,00:12:EA:11:00:00,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed
S210900607,07/07/2022 17:29:22,403.90s,2,Failed,LCD Display 1 Test,0.174271,23.7946823,5.00598367,3.33406632,1.35176288,1.2761345,23.7934228,4.69172039,Passed,Passed,011F81,0288FFDD7FDD0B0D9C4B0012,0289FFE07FDC0B0D9C42001D,028AFFDB7FDA0B089C490021,028BFFD97FD40B059C4F0015,028CFFD77FD90B049C4A001A,028DFFD87FD80B049C49001D,028EFFD07FD80B069C460023,028FFFDB7FDE0B089C490019,0290FFCE7FE10B0C9C4C0025,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2499.51477,028544CA0010576400089C60FFF426AD,02929C38,Passed,Passed,0286DAB4782C0B946E43000A8A47000F,Passed,02876E6E001A,Passed,14165,13631,29620,37119,30480,52277,47716,27786,41160,45675,66234,41798,15442,23.8748404,23.8747444,23.8752699,23.8766745,23.8770221,23.8770662,23.8768683,23.8767603,23.8771575,23.8755511,23.8755519,23.8779206,23.87779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065833433,0.0644723161,0.0772757658,0.059087628,0.0521353265,0.0557097634,0.0532777561,0.0511739576,0.0481528978,0.0512781488,0.0537761063,0.0510974895,0.0497935652,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10001,10000,10000,10000,10001,10001,10000,10001,10.08,0.00,10.01,0.00,80.30,10.00,9.98,9994,10.01,10011,Passed,Passed,10.01,0.04,Passed,7371,12234,7371,16646,Passed,Passed,Passed,Passed,50469,82420,15442,Passed,0,0,0,Failed,Failed,Passed,32770.6871,Passed,Passed,Passed,00:12:EA:11:00:00,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed
S210900607,07/07/2022 17:36:22,0.00s,2,Failed,LCD Display 2 Test,0.174271,23.7959371,5.00594448,3.33411629,1.35174612,1.2761213,23.794615,4.70236027,Passed,Passed,011F81,0288FFBC7FFC0B0E9C44000C,0289FFCA7FF20B0D9C48000D,028AFFCE7FE80B089C4E000B,028BFFCA7FE40B049C490012,028CFFCE7FE80B039C4C0017,028DFFCA7FEA0B049C42001F,028EFFC97FE50B069C45001F,028FFFCF7FEF0B089C460011,0290FFCD7FEA0B0B9C530011,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2499.52293,028544C8000F5759000F9C55FFEF26BF,02929C38,Passed,Passed,0286DAC9782E0B926E4000098A240014,Passed,02876E5E0019,Passed,14427,14941,31876,39356,33184,55040,48891,30838,41446,49957,68560,42213,15442,23.8709528,23.8711402,23.8713528,23.8730004,23.8733359,23.8732776,23.8732722,23.873366,23.8734912,23.871992,23.8720975,23.8744333,23.8744055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144058886,0.0117223636,0.0342609906,0.0358352008,0.0333781052,0.0497446614,0.0566568937,0.0617650569,0.0745410275,0.0915401421,0.0937017974,0.0873252549,0.0982379547,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9985,9990,9994,9992,9993,9992,9994,9993,9996,10.08,0.00,10.01,0.00,80.31,10.00,9.99,9992,10.01,9992,Passed,Passed,10.01,0.04,Passed,7733,12234,7371,16646,Passed,Passed,Passed,Passed,50238,82341,15442,Passed,0,0,0,Passed,Failed,,,,,,,,,,,,,,,,,,,
,07/07/2022 17:42:21,0.00s,2,Failed,LCD Display 1 Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,Failed,,,,,,,,,,,,,,,,,,,
S210900607,07/07/2022 18:04:02,0.00s,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,Passed,,,,,,,,,,,,,,,,,,,
S210900607,07/07/2022 18:11:39,392.38s,2,Passed,,0.174759,23.7918438,5.00589746,3.33420628,1.3516383,1.27608144,23.790376,4.71725475,Passed,Passed,011F81,0288FFD37FE20B119C520008,0289FFDA7FDF0B109C440014,028AFFD47FDD0B0C9C50000C,028BFFD27FD80B0A9C520009,028CFFD27FDD0B089C510018,028DFFD27FDC0B089C4A0017,028EFFCA7FDB0B0B9C520010,028FFFD67FE10B0C9C53000C,0290FFCA7FE40B0F9C5A000A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2499.50209,028544C90012576800019C5EFFED26B5,02929C38,Passed,Passed,0286DABB782D0B966E4500078A46000E,Passed,02876E5F0019,Passed,14685,14165,31876,39512,33394,55297,49187,30838,41658,50004,68695,42754,15689,23.8707819,23.8711333,23.8713878,23.8726078,23.8733177,23.873579,23.8737374,23.8737478,23.8740068,23.8727302,23.8727859,23.8753049,23.8754191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115752286,0.113854998,0.15027763,0.122310325,0.101206769,0.115786982,0.109507101,0.101645939,0.101660081,0.0989346784,0.105158187,0.0949928842,0.0780938233,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9998,9999,9998,9998,9998,9999,9998,9998,9999,10.08,0.00,10.01,0.00,80.29,10.00,9.98,9988,10.01,9942,Passed,Passed,9.99,0.04,Passed,7371,12234,7371,16646,Passed,Passed,Passed,Passed,50423,82370,15193,Passed,0,0,0,Passed,Passed,Passed,32770.6802,Passed,Passed,Passed,00:12:EA:11:00:00,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed
S210900607,07/07/2022 20:33:04,38.41s,1,Passed,,0.177185,23.7924361,5.00580027,3.33404599,1.3516919,1.2760899,23.7938275,4.67510232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,Passed,Passed,,,,,,,,,,,,,,,,,,
S210900607,07/07/2022 20:34:02,44.07s,2,Failed,Push-Bottom Test,0.174957,23.7941299,5.00594009,3.33401597,1.35175081,1.27614249,23.7928304,4.6425857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,
S210900607,07/07/2022 20:35:43,32.69s,2,Passed,,0.176117,23.7900181,5.00582996,3.33411075,1.35167256,1.27609883,23.7911866,4.64369094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,Passed,Passed,,,,,,,,,,,,,,,,,,
S210900607,07/07/2022 20:36:27,33.65s,2,Passed,,0.174713,23.7916107,5.00584889,3.33405949,1.35171335,1.27612841,23.7926649,4.65536579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,Passed,Passed,,,,,,,,,,,,,,,,,,
S220905987,07/07/2022 20:38:39,56.02s,1,Passed,,0.174347,23.7343874,5.0058524,3.31049267,1.34891646,1.26696836,23.7355822,4.59499336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,Passed,Passed,,,,,,,,,,,,,,,,,,
