,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,2.5V_Buf Reference,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
,,,,,LowLimit,0.05,22.8,4.75,3.135,1.337,1.262,22.8,0,Passed,Passed,,,,,,,,,,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2250,,,Passed,Passed,,Passed,,Passed,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9900,9900,9900,9900,9900,9900,9900,9900,9900,9.85,-0.10,9.75,-0.25,79.20,9.50,9.50,9900,9.50,9900,Passed,Passed,9.50,-0.05,Passed,1000,1000,1000,1000,Passed,Passed,Passed,Passed,1000,1000,1000,Passed,-100,-100,-100,Passed,Passed,Passed,Passed,Passed,30000,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,,,Passed,Passed
,,,,,HighLimit,0.3,25.2,5.25,3.465,1.363,1.288,25.2,24,Passed,Passed,,,,,,,,,,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2750,,,Passed,Passed,,Passed,,Passed,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,100,100,100,100,100,100,100,100,100,100,100,100,100,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10100,10100,10100,10100,10100,10100,10100,10100,10100,10.15,0.10,10.75,0.25,80.80,10.10,10.15,10100,10.15,10100,Passed,Passed,10.20,1.00,Passed,100000,100000,100000,100000,Passed,Passed,Passed,Passed,100000,100000,100000,Passed,1000,1000,1000,Passed,Passed,Passed,Passed,Passed,40000,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,,,Passed,Passed
,,,,,Units,A,VDC,VDC,VDC,VDC,VDC,VDC,VDC,,,,,,,,,,,,,,,,,,,,,,mV,,,,,,,,,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,VDC,VDC,mADC,mADC,Hz,VDC,mADC,Ohms,mADC,Ohms,,,VDC,VDC,,Lm,Lm,Lm,Lm,,,,,Lm,Lm,Lm,,Lm,Lm,Lm,,,,,,Hz,,,,,,,,,,,,,,,,,
SN,Date,CycleTime,Nest,Status,FirstFail
S230102787,11/01/2023 10:05:55 a. m.,224.85s,2,Failed,UIO1 Current Input Mode 10mA,0.061295,23.840622,5.08220535,3.31527455,1.3474563,1.26913854,23.840787,23.843021,Passed,Passed,011F81,0288FFDF7FE90B0C9C62004E,0289FFDE7FDF0B0A9C510068,028AFFD37FD80B079C49007B,028BFFD37FDC0B069C3700A0,028CFFD17FD70B049C1300D0,028DFFD37FDD0B049C0600E9,028EFFCC7FD70B069C0200EF,028FFFD47FDB0B069BF600FE,0290FFCA7FDB0B0A9C0D00E9,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2503.34313,0285FFFF7FFFFFFF7FFFFFFF00047FFF,02929C75,Passed,Passed,0286D93D77380B566E23000E8A130014,Passed,02876EEF001A,Passed,67733,62196,37119,69924,11647,78917,77256,60730,70460,69356,69207,36407,27511,23.915842,23.9167857,23.9167113,23.9184544,23.9184939,23.9185951,23.9186154,23.9185233,23.9190279,23.917517,23.9173946,23.9196351,23.9198487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120312125,0.14834729,0.167412809,0.143742964,0.122756667,0.134361589,0.132720366,0.133590623,0.123738003,0.122045766,0.126938301,0.109718019,0.113539438,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9996,9997,9998,9998,9998,9997,9998,9998,9999,10.04,0.01,9.96,0.00,80.20,10.00,10.00,9997,32.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230102966,11/01/2023 10:11:46 a. m.,547.86s,1,Failed,Push-Bottom Test,0.062347,23.8031625,5.06417169,3.32937814,1.34984057,1.27388305,23.8042826,23.8052225,Passed,Passed,011F81,0288FFE57FE30B079C44000F,0289FFE07FD70B059C440010,028AFFDC7FDD0B039C450014,028BFFDA7FDC0B049C470014,028CFFD97FD60AFF9C460015,028DFFD77FD40B009C450018,028EFFD37FD10B019C480014,028FFFDC7FE10B059C470011,0290FFD27FD50B049C4C0018,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2499.35908,028544C60015575E00129C53000D2728,02929C36,Passed,Passed,0286DA5877CF0B696E51000E8A240017,Passed,02876DB4001A,Passed,49334,31421,27649,75781,55515,60217,66299,53822,6628,8439,6246,70688,71068,23.9069066,23.907216,23.9074916,23.9090481,23.9092313,23.9091254,23.9091039,23.9092982,23.9093519,23.906889,23.9080971,23.9103031,23.9104314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650467272,0.0628046083,0.0673791327,0.101122314,0.0838349247,0.0642250838,0.0699042877,0.0771537565,0.0472619171,0.051884574,0.0530204984,0.0508826447,0.0637535341,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10000,10000,10000,9999,9999,10000,10000,9999,10.07,0.01,9.88,0.00,80.37,10.00,9.99,9997,10.01,9960,Passed,Passed,10.03,0.04,Passed,24692,49862,30956,24046,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,
S230102726,11/01/2023 10:16:38 a. m.,221.27s,1,Failed,USB Host J2 Test,0.062424,23.8000068,5.0711809,3.3307597,1.35119089,1.27419045,23.8011882,23.802536,Passed,Passed,011F81,0288FFD77FDF0B099BD50014,0289FFD77FD50B089BD40016,028AFFD17FD80B049BD6001A,028BFFD07FD50B069BD7001B,028CFFCF7FD60AFF9BD5001F,028DFFCE7FCE0B009BD50020,028EFFC97FCB0B019BD6001F,028FFFD37FD90B079BD5001A,0290FFC97FDC0B0A9BDE001E,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2492.52516,028544B700175755000B9BE8000F271A,02929BC8,Passed,Passed,0286DB43785C0B776D6B001389260018,Passed,02876DFF0020,Passed,52612,27649,27090,75450,55224,57935,64873,53744,6246,6246,5460,68599,69743,23.9021566,23.9019419,23.9022774,23.9040898,23.9041769,23.9041656,23.9042278,23.9042524,23.9045044,23.9018433,23.9031948,23.9055153,23.9052886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100478577,0.10246972,0.104606608,0.110797871,0.150675782,0.15093298,0.131699198,0.120395835,0.137083418,0.0890026473,0.123120193,0.125273269,0.120045424,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10000,10001,10000,10001,9999,10000,10000,10000,10.07,0.00,9.81,0.00,80.28,10.00,10.00,9995,10.01,10005,Passed,Passed,10.02,0.04,Passed,24046,49909,31763,23039,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230102683,11/01/2023 10:24:01 a. m.,686.86s,2,Passed,,0.061661,23.8050017,5.08085668,3.32169913,1.34736865,1.27264327,23.8053468,23.8075317,Passed,Passed,011F81,0288FFC67FE80B119C39000A,0289FFCF7FE00B109C33000E,028AFFCC7FDE0B0D9C3D000B,028BFFCA7FDC0B0A9C360011,028CFFCC7FE00B0A9C39000F,028DFFC67FE10B0A9C320015,028EFFC67FDD0B0B9C360017,028FFFD07FE40B0C9C400006,0290FFC67FE50B0F9C3B001B,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2498.02016,028544D100115776000B9C4DFFFB2729,02929C20,Passed,Passed,0286DA2777BF0B7B6E2600098A1C000F,Passed,02876E240019,Passed,66406,49334,41304,63688,11647,77771,74310,57281,65307,67993,66788,44172,29620,23.9161174,23.9164597,23.916587,23.9184105,23.9183666,23.9185887,23.9186167,23.9188282,23.9189093,23.9174326,23.9175512,23.9198727,23.9200241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679164235,0.0901527033,0.113118614,0.102044392,0.0849512516,0.103310698,0.104327551,0.0996978238,0.105478758,0.111918413,0.114162152,0.100013286,0.108939067,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9996,9997,9997,9998,9999,9997,9999,9999,9999,10.05,0.00,9.86,0.00,80.25,10.00,10.00,9996,10.01,10015,Passed,Passed,10.00,0.04,Passed,18222,29240,7733,12234,Passed,Passed,Passed,Passed,99999,99999,47238,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.7078,Passed,Passed,Passed,00:12:EA:11:00:61,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230103061,11/01/2023 10:30:57 a. m.,339.95s,1,Failed,Login to SO and Change Directory,0.06218,23.8993688,5.04743775,3.34247247,1.34760661,1.27383927,23.900698,23.9019423,Passed,Passed,011F81,0288FFE17FDE0B049CB7000E,0289FFD67FDA0B039CB7000F,028AFFD77FDA0AFD9CBC0012,028BFFD37FDC0B009CBB0015,028CFFCE7FD90AFA9CB90017,028DFFCA7FD80AFA9CB70019,028EFFC87FD50AFB9CBA0018,028FFFD47FDA0B019CBB0010,0290FFC97FDD0B049CC00018,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2506.2063,02854535000C57AE00139CC30012271D,02929CA3,Passed,Passed,0286DAB878000B726E19000E8A060018,Passed,02876E80001D,Passed,44110,36766,29869,77306,57148,59424,67973,64075,6628,8439,9454,69467,72570,23.902835,23.902884,23.903109,23.9049058,23.9050069,23.9051694,23.9050531,23.9051124,23.905216,23.9028472,23.9041338,23.9062748,23.9063642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437980821,0.0448263022,0.0512183439,0.0761857145,0.0681394081,0.0531089665,0.0590805833,0.0668361991,0.0383681505,0.0475728098,0.0502085885,0.0483426102,0.0506489941,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9999,10000,10000,9999,9999,9999,10000,9999,9999,10.09,0.00,9.88,0.00,80.36,10.00,10.00,9998,10.01,10006,Passed,Passed,10.02,0.04,Passed,24046,49138,30238,23716,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.1473,Passed,Passed,Passed,00:12:EA:11:00:62,Passed,Passed,Failed,,,,,,,,,,
S230102726,11/01/2023 10:32:17 a. m.,398.28s,2,Failed,USB Host J2 Test,0.061325,23.8035295,5.09497958,3.33075444,1.35173251,1.2746373,23.8037104,23.8060992,Passed,Passed,011F81,0288FFDB7FE10B119BD7000D,0289FFE07FD80B0F9BD9000C,028AFFD97FDB0B0C9BDE000B,028BFFD87FD90B0B9BDD000D,028CFFD67FDC0B079BDA0015,028DFFD77FD50B079BD30022,028EFFCF7FD70B0A9BDB0013,028FFFD87FE10B0B9BDB000D,0290FFCD7FE30B0E9BE40014,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,2492.57503,028544B60013575900019BE300132719,02929BC9,Passed,Passed,0286DB3E78590B8C6D6B000C89190015,Passed,02876DFF001A,Passed,70688,61009,37637,69226,11647,79824,76346,60532,69319,66513,68848,40127,27090,23.9165426,23.9179848,23.9180869,23.919824,23.920029,23.9199479,23.9199755,23.9198549,23.9201919,23.918755,23.9189365,23.9212441,23.9212764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174131616,0.00701928354,0.00759655057,0.00225137556,0.0149300569,0.0167606559,0.0183280204,0.0246073613,0.0271271442,0.0410428617,0.0235770825,0.0197423597,0.0329211637,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10003,10002,10001,10002,10001,10001,10001,10000,10000,10.06,0.00,9.81,0.00,80.28,10.00,10.00,9999,10.01,10004,Passed,Passed,10.02,0.04,Passed,18004,28984,7733,12521,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
