,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Hardware Number,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
,,,,,LowLimit,0.05,22.8,4.75,3.135,1.337,1.262,22.8,0,Passed,,Passed,,,,,,,,,,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,,,Passed,Passed,2250,,Passed,,Passed,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9900,9900,9900,9900,9900,9900,9900,9900,9900,9.85,-0.10,9.50,-0.25,79.20,9.50,9.50,9900,9.50,9900,Passed,Passed,9.50,-0.05,Passed,1000,1000,1000,1000,Passed,Passed,Passed,Passed,1000,1000,1000,Passed,-100,-100,-100,Passed,Passed,Passed,Passed,Passed,30000,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,,,Passed,Passed
,,,,,HighLimit,0.3,25.2,5.25,3.465,1.363,1.288,25.2,24,Passed,,Passed,,,,,,,,,,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,,,Passed,Passed,2750,,Passed,,Passed,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,100,100,100,100,100,100,100,100,100,100,100,100,100,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10100,10100,10100,10100,10100,10100,10100,10100,10100,10.15,0.10,10.75,0.25,80.80,10.10,10.15,10100,10.15,10100,Passed,Passed,10.20,1.00,Passed,100000,100000,100000,100000,Passed,Passed,Passed,Passed,100000,100000,100000,Passed,1000,1000,1000,Passed,Passed,Passed,Passed,Passed,40000,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,,,Passed,Passed
,,,,,Units,A,VDC,VDC,VDC,VDC,VDC,VDC,VDC,,,,,,,,,,,,,,,,,,,,,,,,,,,mV,,,,,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,Lm,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,Ohms,VDC,VDC,mADC,mADC,Hz,VDC,mADC,Ohms,mADC,Ohms,,,VDC,VDC,,Lm,Lm,Lm,Lm,,,,,Lm,Lm,Lm,,Lm,Lm,Lm,,,,,,Hz,,,,,,,,,,,,,,,,,
SN,Date,CycleTime,Nest,Status,FirstFail
S230503944,06/02/2023 08:23:08 a. m.,541.85s,2,Passed,,0.187149,23.6507786,5.00803221,3.33227093,1.35155614,1.27133252,23.6511742,1.8893078,Passed,400311901,Passed,014501,0288FFE3801F0B309BE2FFEE,0289FFE780200B329BE6FFF2,028AFFEA80230B309BDEFFF3,028BFFDA801A0B1D9BDD0009,028CFFDD80160B1E9BDE0004,028DFFDF80360B269BDF0000,028EFFE080360B269BE3FFFD,028FFFE280240B229BE6FFF8,0290FFE180380B259BE1FFFB,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285448D00155761000F9BEC00112719,02929BD5,Passed,Passed,2493.33747,0286DB0E784A0B776DB90003899F0002,Passed,02876DE6000A,Passed,71708,59751,66534,65687,66363,59274,71791,58159,62663,65598,71390,36042,22692,23.8720783,23.8720389,23.8721397,23.8738814,23.8740116,23.8741288,23.8743773,23.8743369,23.8743245,23.8731463,23.8732378,23.8756341,23.8756027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118297647,0.134134378,0.123074985,0.132383381,0.11970867,0.124131326,0.129424336,0.137658004,0.136340319,0.144610879,0.163414909,0.143003265,0.152182218,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9992,9994,9995,9994,9996,9993,9996,9996,9996,10.06,0.00,10.03,0.00,80.00,10.00,10.01,9992,10.01,10004,Passed,Passed,9.99,0.01,Passed,20284,36317,8089,16646,Passed,Passed,Passed,Passed,99999,99999,43411,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0914,Passed,Passed,Passed,00:12:EA:11:06:17,Passed,Passed,Passed,Passed,25, 87c148ecaab8466b25aa4cfbe78021c3, 87c148ecaab8466b25aa4cfbe78021c3, 97f8019342fa6278231d72febcddde73, 97f8019342fa6278231d72febcddde73, c22acc2e347bf98880465b6f70fb0321, 50303bf26e60d9011cb5cf713e941182,Passed,Passed
S230505030,06/02/2023 08:58:13 a. m.,558.32s,1,Passed,,0.191055,23.6819701,5.0207241,3.33506807,1.34626118,1.27820691,23.6831286,1.96312013,Passed,400311901,Passed,014501,0288FFDD80400B369C0DFFE9,0289FFE680360B369C0FFFEA,028AFFDE80230B329C0EFFEA,028BFFD080290B249C0DFFFA,028CFFD6802C0B229C0DFFFB,028DFFE080190B229C0AFFFB,028EFFDC801B0B229C0FFFF6,028FFFD880150B249C0CFFF7,0290FFDB80200B229C0EFFF5,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285453400165762000F9C13000F2709,02929BFD,Passed,Passed,2495.82052,0286DB53787C0B7E6DDD000389CA0002,Passed,02876E000009,Passed,66385,60044,35577,72458,71508,63319,73443,74119,19888,49040,13359,53900,63018,23.8426733,23.8426017,23.8430547,23.8446096,23.8447866,23.8448091,23.8448747,23.8448747,23.8440433,23.8424663,23.843969,23.8461633,23.8462332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115692832,0.114865425,0.116508436,0.137131373,0.11849072,0.12102531,0.167859264,0.157672448,0.217642007,0.147606715,0.156536481,0.148539545,0.162386707,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10001,10001,10001,10000,10000,10000,10001,10000,10.08,0.02,9.91,0.02,80.00,10.00,10.01,9990,10.01,9994,Passed,Passed,10.00,0.01,Passed,25007,60332,32649,31189,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.4043,Passed,Passed,Passed,00:12:EA:11:06:18,Passed,Passed,Passed,Passed,25, 87c148ecaab8466b25aa4cfbe78021c3, 87c148ecaab8466b25aa4cfbe78021c3, 97f8019342fa6278231d72febcddde73, 97f8019342fa6278231d72febcddde73, c22acc2e347bf98880465b6f70fb0321, 50303bf26e60d9011cb5cf713e941182,Passed,Passed
S230505727,06/02/2023 09:01:08 a. m.,733.06s,2,Passed,,0.183685,23.7729328,5.02886382,3.33903653,1.35086208,1.27250072,23.7730864,1.93061869,Passed,400311901,Passed,014501,0288FFE27FFF0B2F9C69FFF2,0289FFE87FF80B2E9C64FFF7,028AFFEA7FFF0B2D9C6DFFEA,028BFFDA7FF00B1A9C68FFFF,028CFFE07FF20B1B9C69FFFA,028DFFE07FF80B209C66FFF9,028EFFE27FF60B1E9C6BFFFE,028FFFE57FF90B1E9C67FFFC,0290FFE47FFC0B1D9C64FFFE,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028545290015570000119C6F001826F8,02929C60,Passed,Passed,2501.97969,0286DB3978570B786E6200028A4D0002,Passed,02876E2D0009,Passed,71874,62379,67913,68638,72633,66935,74149,57805,69960,66619,70477,34809,24692,23.8732927,23.8733657,23.8736652,23.875609,23.875712,23.8759034,23.8758281,23.875908,23.8757887,23.8744418,23.8744503,23.8769901,23.8772166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144328277,0.17183441,0.185085615,0.186208951,0.162445327,0.181305743,0.179496042,0.182623704,0.181041558,0.197131913,0.208320509,0.175296496,0.18561065,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10005,10004,10002,10004,10002,10003,10002,10002,10001,10.09,0.01,10.00,0.00,80.00,10.00,10.01,9993,10.01,9998,Passed,Passed,10.04,0.01,Passed,17561,30238,7371,13083,Passed,Passed,Passed,Passed,99999,99999,45905,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0165,Passed,Passed,Passed,00:12:EA:11:06:19,Passed,Passed,Passed,Passed,25, 87c148ecaab8466b25aa4cfbe78021c3, 87c148ecaab8466b25aa4cfbe78021c3, 97f8019342fa6278231d72febcddde73, 97f8019342fa6278231d72febcddde73, c22acc2e347bf98880465b6f70fb0321, 50303bf26e60d9011cb5cf713e941182,Passed,Passed
S230504699,06/02/2023 09:12:32 a. m.,555.25s,1,Passed,,0.186539,23.735336,4.99345639,3.33504289,1.34791854,1.27230628,23.7368964,23.7366497,Passed,400311901,Passed,014501,0288FFDE80180B2D9C40FFED,0289FFE4801C0B309C40FFEE,028AFFDF80250B309C40FFEC,028BFFD0800A0B1E9C3E0002,028CFFD780200B229C3FFFFD,028DFFDE80150B249C3FFFF8,028EFFD880240B229C3FFFFD,028FFFDA80260B289C40FFF7,0290FFD980170B209C3EFFFD,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544D900165777000F9C4300142716,02929C2F,Passed,Passed,2498.92491,0286DABC78240B746DF7000389E60004,Passed,02876E180008,Passed,64360,61772,34012,77038,69779,63858,74149,73791,19888,50284,16173,59839,67753,23.855478,23.8552818,23.8557392,23.8572943,23.8573132,23.8573612,23.8573002,23.8573104,23.8575595,23.8552445,23.8566778,23.8587051,23.8589769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138201844,0.141120104,0.15492054,0.179407984,0.175089279,0.172207464,0.222181318,0.213206614,0.281568169,0.188688179,0.196935702,0.178762085,0.190596692,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10001,10001,10001,10000,10000,10000,10000,10000,10.07,0.01,9.95,0.00,80.00,10.00,10.01,9989,10.01,10008,Passed,Passed,10.01,0.01,Passed,25624,58317,31763,32210,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.2646,Passed,Passed,Passed,00:12:EA:11:06:1A,Passed,Passed,Passed,Passed,25, 87c148ecaab8466b25aa4cfbe78021c3, 87c148ecaab8466b25aa4cfbe78021c3, 97f8019342fa6278231d72febcddde73, 97f8019342fa6278231d72febcddde73, c22acc2e347bf98880465b6f70fb0321, 50303bf26e60d9011cb5cf713e941182,Passed,Passed
S230504772,06/02/2023 09:23:21 a. m.,539.25s,2,Passed,,0.185379,23.692638,5.01765077,3.31760405,1.34917259,1.27556626,23.6926054,23.6920373,Passed,400311901,Passed,014501,0288FFC880140B309CDFFFE7,0289FFD480100B309CDEFFEA,028AFFD9800C0B2D9CDAFFEB,028BFFC080000B1A9CDAFFFF,028CFFCB7FF00B199CD8FFFF,028DFFC780070B1F9CD6FFFE,028EFFD080000B1E9CDEFFFD,028FFFD180000B1D9CD9FFFE,0290FFD580030B1C9CD00006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0285453C001557C800119CE100112714,02929CCC,Passed,Passed,2508.75253,0286D8B477130B5B6E8700048A900003,Passed,02876EA70009,Passed,71016,59751,69000,69000,65576,61120,72902,55551,67470,65886,71153,48642,27231,23.8729824,23.8731716,23.8731075,23.8753437,23.8751768,23.8753858,23.8751441,23.8756875,23.8757075,23.8739104,23.8740415,23.8768192,23.8769305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128285459,0.144662298,0.132157189,0.133341076,0.119941299,0.116012833,0.119141743,0.125682768,0.110783023,0.105417342,0.13198217,0.11976865,0.12215471,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9996,9996,9997,9996,9997,9996,9997,9997,9998,10.06,0.01,9.89,0.02,80.00,10.00,10.01,9979,10.01,10004,Passed,Passed,9.99,0.01,Passed,19071,35292,8089,15932,Passed,Passed,Passed,Passed,99999,99999,42350,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9556,Passed,Passed,Passed,00:12:EA:11:06:1B,Passed,Passed,Passed,Passed,25, 87c148ecaab8466b25aa4cfbe78021c3, 87c148ecaab8466b25aa4cfbe78021c3, 97f8019342fa6278231d72febcddde73, 97f8019342fa6278231d72febcddde73, c22acc2e347bf98880465b6f70fb0321, 50303bf26e60d9011cb5cf713e941182,Passed,Passed
S230505062,06/02/2023 09:35:08 a. m.,558.60s,1,Passed,,0.186401,23.728515,4.99853234,3.32404837,1.34910076,1.2751377,23.7301717,2.03285275,Passed,400311901,Passed,014501,0288FFED7FFF0B2B9C49FFED,0289FFED7FFF0B2C9C4AFFEE,028AFFEE7FFE0B2B9C49FFED,028BFFDB7FEF0B1B9C49FFFF,028CFFDD7FF30B1A9C49FFFE,028DFFDE7FF60B1E9C48FFFB,028EFFDE7FF10B1C9C450002,028FFFE47FF40B1F9C46FFFD,0290FFDF7FF90B1C9C48FFFB,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028545020015576D00109C4F00112722,02929C39,Passed,Passed,2499.56143,0286DA3077D40B6D6E0D00048A140002,Passed,02876E3E0009,Passed,67369,56606,33808,66725,66148,56156,70176,67973,15689,44047,11943,47022,60390,23.8446465,23.8447705,23.8452873,23.8468208,23.8469181,23.8471072,23.8473125,23.8471158,23.8473836,23.8446143,23.8459854,23.8480024,23.8483333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157332681,0.156206277,0.162355198,0.179707016,0.174489867,0.162940384,0.218523525,0.190972503,0.267403743,0.156871261,0.159410946,0.140750415,0.146667352,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10003,10002,10002,10002,10002,10000,10001,10002,10001,10.06,0.01,9.99,0.02,80.00,10.00,10.01,9992,10.01,10012,Passed,Passed,9.98,0.01,Passed,24692,57081,31988,28984,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.6814,Passed,Passed,Passed,00:12:EA:11:06:1C,Passed,Passed,Passed,Passed,25, 87c148ecaab8466b25aa4cfbe78021c3, 87c148ecaab8466b25aa4cfbe78021c3, 97f8019342fa6278231d72febcddde73, 97f8019342fa6278231d72febcddde73, c22acc2e347bf98880465b6f70fb0321, 50303bf26e60d9011cb5cf713e941182,Passed,Passed
